country_code,c_i_child,pj,income,gini,gdpppp
ALB,1,0.8158745,728.89795,30.3,7297.0
ALB,2,0.8158745,916.66235,30.3,7297.0
ALB,3,0.8158745,1010.916,30.3,7297.0
ALB,4,0.8158745,1086.9078,30.3,7297.0
ALB,5,0.8158745,1132.6997,30.3,7297.0
ALB,6,0.8158745,1171.1412,30.3,7297.0
ALB,7,0.8158745,1201.1324,30.3,7297.0
ALB,8,0.8158745,1240.8976,30.3,7297.0
ALB,9,0.8158745,1285.6914,30.3,7297.0
ALB,10,0.8158745,1325.2533,30.3,7297.0
ALB,11,0.8158745,1351.3123,30.3,7297.0
ALB,12,0.8158745,1379.9443,30.3,7297.0
ALB,13,0.8158745,1416.7827,30.3,7297.0
ALB,14,0.8158745,1467.0759,30.3,7297.0
ALB,15,0.8158745,1503.6356,30.3,7297.0
ALB,16,0.8158745,1535.6703,30.3,7297.0
ALB,17,0.8158745,1571.8933,30.3,7297.0
ALB,18,0.8158745,1604.8568,30.3,7297.0
ALB,19,0.8158745,1636.6593,30.3,7297.0
ALB,20,0.8158745,1669.9136,30.3,7297.0
ALB,21,0.8158745,1709.7347,30.3,7297.0
ALB,22,0.8158745,1746.391,30.3,7297.0
ALB,23,0.8158745,1765.3282,30.3,7297.0
ALB,24,0.8158745,1789.8435,30.3,7297.0
ALB,25,0.8158745,1821.8538,30.3,7297.0
ALB,26,0.8158745,1844.6742,30.3,7297.0
ALB,27,0.8158745,1863.2518,30.3,7297.0
ALB,28,0.8158745,1880.7145,30.3,7297.0
ALB,29,0.8158745,1903.7499,30.3,7297.0
ALB,30,0.8158745,1929.054,30.3,7297.0
ALB,31,0.8158745,1950.4482,30.3,7297.0
ALB,32,0.8158745,1967.546,30.3,7297.0
ALB,33,0.8158745,1993.7744,30.3,7297.0
ALB,34,0.8158745,2026.2073,30.3,7297.0
ALB,35,0.8158745,2057.9592,30.3,7297.0
ALB,36,0.8158745,2085.9587,30.3,7297.0
ALB,37,0.8158745,2115.247,30.3,7297.0
ALB,38,0.8158745,2141.773,30.3,7297.0
ALB,39,0.8158745,2170.2737,30.3,7297.0
ALB,40,0.8158745,2195.6135,30.3,7297.0
ALB,41,0.8158745,2216.396,30.3,7297.0
ALB,42,0.8158745,2258.5613,30.3,7297.0
ALB,43,0.8158745,2291.3662,30.3,7297.0
ALB,44,0.8158745,2318.385,30.3,7297.0
ALB,45,0.8158745,2343.677,30.3,7297.0
ALB,46,0.8158745,2367.7053,30.3,7297.0
ALB,47,0.8158745,2394.3325,30.3,7297.0
ALB,48,0.8158745,2414.1929,30.3,7297.0
ALB,49,0.8158745,2450.6875,30.3,7297.0
ALB,50,0.8158745,2493.837,30.3,7297.0
ALB,51,0.8158745,2515.8542,30.3,7297.0
ALB,52,0.8158745,2545.9229,30.3,7297.0
ALB,53,0.8158745,2585.2053,30.3,7297.0
ALB,54,0.8158745,2624.496,30.3,7297.0
ALB,55,0.8158745,2653.148,30.3,7297.0
ALB,56,0.8158745,2689.833,30.3,7297.0
ALB,57,0.8158745,2727.5537,30.3,7297.0
ALB,58,0.8158745,2760.3188,30.3,7297.0
ALB,59,0.8158745,2789.3022,30.3,7297.0
ALB,60,0.8158745,2820.4968,30.3,7297.0
ALB,61,0.8158745,2853.7224,30.3,7297.0
ALB,62,0.8158745,2892.096,30.3,7297.0
ALB,63,0.8158745,2937.91,30.3,7297.0
ALB,64,0.8158745,2981.6497,30.3,7297.0
ALB,65,0.8158745,3007.7898,30.3,7297.0
ALB,66,0.8158745,3061.0693,30.3,7297.0
ALB,67,0.8158745,3103.5266,30.3,7297.0
ALB,68,0.8158745,3146.2292,30.3,7297.0
ALB,69,0.8158745,3181.6255,30.3,7297.0
ALB,70,0.8158745,3230.5708,30.3,7297.0
ALB,71,0.8158745,3280.7761,30.3,7297.0
ALB,72,0.8158745,3341.487,30.3,7297.0
ALB,73,0.8158745,3390.7966,30.3,7297.0
ALB,74,0.8158745,3439.6257,30.3,7297.0
ALB,75,0.8158745,3491.062,30.3,7297.0
ALB,76,0.8158745,3559.863,30.3,7297.0
ALB,77,0.8158745,3616.3733,30.3,7297.0
ALB,78,0.8158745,3671.2327,30.3,7297.0
ALB,79,0.8158745,3747.2676,30.3,7297.0
ALB,80,0.8158745,3820.1353,30.3,7297.0
ALB,81,0.8158745,3894.5598,30.3,7297.0
ALB,82,0.8158745,3998.902,30.3,7297.0
ALB,83,0.8158745,4088.487,30.3,7297.0
ALB,84,0.8158745,4188.287,30.3,7297.0
ALB,85,0.8158745,4297.0615,30.3,7297.0
ALB,86,0.8158745,4417.9106,30.3,7297.0
ALB,87,0.8158745,4477.9634,30.3,7297.0
ALB,88,0.8158745,4587.197,30.3,7297.0
ALB,89,0.8158745,4670.309,30.3,7297.0
ALB,90,0.8158745,4773.785,30.3,7297.0
ALB,91,0.8158745,4965.685,30.3,7297.0
ALB,92,0.8158745,5144.8833,30.3,7297.0
ALB,93,0.8158745,5348.793,30.3,7297.0
ALB,94,0.8158745,5619.445,30.3,7297.0
ALB,95,0.8158745,5860.917,30.3,7297.0
ALB,96,0.8158745,6231.0996,30.3,7297.0
ALB,97,0.8158745,6822.3184,30.3,7297.0
ALB,98,0.8158745,7775.891,30.3,7297.0
ALB,99,0.8158745,9351.751,30.3,7297.0
ALB,100,0.8158745,17754.324,30.3,7297.0
ARG,1,0.8965336142857143,254.08942,45.324999999999996,13220.0
ARG,2,0.8965336142857143,470.5015,45.324999999999996,13220.0
ARG,3,0.8965336142857143,623.4542,45.324999999999996,13220.0
ARG,4,0.8965336142857143,734.97455,45.324999999999996,13220.0
ARG,5,0.8965336142857143,832.3185,45.324999999999996,13220.0
ARG,6,0.8965336142857143,918.408,45.324999999999996,13220.0
ARG,7,0.8965336142857143,1012.4612,45.324999999999996,13220.0
ARG,8,0.8965336142857143,1106.381,45.324999999999996,13220.0
ARG,9,0.8965336142857143,1185.0071,45.324999999999996,13220.0
ARG,10,0.8965336142857143,1269.6984,45.324999999999996,13220.0
ARG,11,0.8965336142857143,1338.0342,45.324999999999996,13220.0
ARG,12,0.8965336142857143,1380.8749,45.324999999999996,13220.0
ARG,13,0.8965336142857143,1470.019,45.324999999999996,13220.0
ARG,14,0.8965336142857143,1549.8207,45.324999999999996,13220.0
ARG,15,0.8965336142857143,1624.023,45.324999999999996,13220.0
ARG,16,0.8965336142857143,1687.6732,45.324999999999996,13220.0
ARG,17,0.8965336142857143,1752.8687,45.324999999999996,13220.0
ARG,18,0.8965336142857143,1823.772,45.324999999999996,13220.0
ARG,19,0.8965336142857143,1898.275,45.324999999999996,13220.0
ARG,20,0.8965336142857143,1974.4622,45.324999999999996,13220.0
ARG,21,0.8965336142857143,2032.3722,45.324999999999996,13220.0
ARG,22,0.8965336142857143,2094.0496,45.324999999999996,13220.0
ARG,23,0.8965336142857143,2170.0852,45.324999999999996,13220.0
ARG,24,0.8965336142857143,2228.7747,45.324999999999996,13220.0
ARG,25,0.8965336142857143,2292.8467,45.324999999999996,13220.0
ARG,26,0.8965336142857143,2363.1096,45.324999999999996,13220.0
ARG,27,0.8965336142857143,2429.5596,45.324999999999996,13220.0
ARG,28,0.8965336142857143,2497.3577,45.324999999999996,13220.0
ARG,29,0.8965336142857143,2566.5305,45.324999999999996,13220.0
ARG,30,0.8965336142857143,2637.7153,45.324999999999996,13220.0
ARG,31,0.8965336142857143,2692.171,45.324999999999996,13220.0
ARG,32,0.8965336142857143,2746.051,45.324999999999996,13220.0
ARG,33,0.8965336142857143,2820.2788,45.324999999999996,13220.0
ARG,34,0.8965336142857143,2897.1238,45.324999999999996,13220.0
ARG,35,0.8965336142857143,2967.7244,45.324999999999996,13220.0
ARG,36,0.8965336142857143,3035.254,45.324999999999996,13220.0
ARG,37,0.8965336142857143,3097.5535,45.324999999999996,13220.0
ARG,38,0.8965336142857143,3184.9153,45.324999999999996,13220.0
ARG,39,0.8965336142857143,3282.9697,45.324999999999996,13220.0
ARG,40,0.8965336142857143,3321.3784,45.324999999999996,13220.0
ARG,41,0.8965336142857143,3405.5334,45.324999999999996,13220.0
ARG,42,0.8965336142857143,3458.2698,45.324999999999996,13220.0
ARG,43,0.8965336142857143,3576.3364,45.324999999999996,13220.0
ARG,44,0.8965336142857143,3653.484,45.324999999999996,13220.0
ARG,45,0.8965336142857143,3742.366,45.324999999999996,13220.0
ARG,46,0.8965336142857143,3834.9336,45.324999999999996,13220.0
ARG,47,0.8965336142857143,3937.5852,45.324999999999996,13220.0
ARG,48,0.8965336142857143,3983.421,45.324999999999996,13220.0
ARG,49,0.8965336142857143,4081.0247,45.324999999999996,13220.0
ARG,50,0.8965336142857143,4132.6655,45.324999999999996,13220.0
ARG,51,0.8965336142857143,4236.1157,45.324999999999996,13220.0
ARG,52,0.8965336142857143,4321.946,45.324999999999996,13220.0
ARG,53,0.8965336142857143,4410.517,45.324999999999996,13220.0
ARG,54,0.8965336142857143,4509.2407,45.324999999999996,13220.0
ARG,55,0.8965336142857143,4603.4473,45.324999999999996,13220.0
ARG,56,0.8965336142857143,4687.6504,45.324999999999996,13220.0
ARG,57,0.8965336142857143,4787.1006,45.324999999999996,13220.0
ARG,58,0.8965336142857143,4900.4614,45.324999999999996,13220.0
ARG,59,0.8965336142857143,4983.294,45.324999999999996,13220.0
ARG,60,0.8965336142857143,5099.2793,45.324999999999996,13220.0
ARG,61,0.8965336142857143,5205.6445,45.324999999999996,13220.0
ARG,62,0.8965336142857143,5313.511,45.324999999999996,13220.0
ARG,63,0.8965336142857143,5458.491,45.324999999999996,13220.0
ARG,64,0.8965336142857143,5567.0547,45.324999999999996,13220.0
ARG,65,0.8965336142857143,5703.41,45.324999999999996,13220.0
ARG,66,0.8965336142857143,5849.013,45.324999999999996,13220.0
ARG,67,0.8965336142857143,5982.9033,45.324999999999996,13220.0
ARG,68,0.8965336142857143,6137.5234,45.324999999999996,13220.0
ARG,69,0.8965336142857143,6282.3105,45.324999999999996,13220.0
ARG,70,0.8965336142857143,6448.2114,45.324999999999996,13220.0
ARG,71,0.8965336142857143,6600.3413,45.324999999999996,13220.0
ARG,72,0.8965336142857143,6696.6587,45.324999999999996,13220.0
ARG,73,0.8965336142857143,6826.522,45.324999999999996,13220.0
ARG,74,0.8965336142857143,6995.557,45.324999999999996,13220.0
ARG,75,0.8965336142857143,7202.156,45.324999999999996,13220.0
ARG,76,0.8965336142857143,7416.6777,45.324999999999996,13220.0
ARG,77,0.8965336142857143,7625.8706,45.324999999999996,13220.0
ARG,78,0.8965336142857143,7869.0835,45.324999999999996,13220.0
ARG,79,0.8965336142857143,8084.654,45.324999999999996,13220.0
ARG,80,0.8965336142857143,8273.657,45.324999999999996,13220.0
ARG,81,0.8965336142857143,8522.606,45.324999999999996,13220.0
ARG,82,0.8965336142857143,8771.192,45.324999999999996,13220.0
ARG,83,0.8965336142857143,9024.021,45.324999999999996,13220.0
ARG,84,0.8965336142857143,9286.609,45.324999999999996,13220.0
ARG,85,0.8965336142857143,9666.155,45.324999999999996,13220.0
ARG,86,0.8965336142857143,10008.863,45.324999999999996,13220.0
ARG,87,0.8965336142857143,10313.333,45.324999999999996,13220.0
ARG,88,0.8965336142857143,10734.454,45.324999999999996,13220.0
ARG,89,0.8965336142857143,11133.899,45.324999999999996,13220.0
ARG,90,0.8965336142857143,11605.032,45.324999999999996,13220.0
ARG,91,0.8965336142857143,12110.668,45.324999999999996,13220.0
ARG,92,0.8965336142857143,12821.353,45.324999999999996,13220.0
ARG,93,0.8965336142857143,13450.862,45.324999999999996,13220.0
ARG,94,0.8965336142857143,14296.399,45.324999999999996,13220.0
ARG,95,0.8965336142857143,15406.059,45.324999999999996,13220.0
ARG,96,0.8965336142857143,16618.873,45.324999999999996,13220.0
ARG,97,0.8965336142857143,18226.73,45.324999999999996,13220.0
ARG,98,0.8965336142857143,20528.305,45.324999999999996,13220.0
ARG,99,0.8965336142857143,24444.95,45.324999999999996,13220.0
ARG,100,0.8965336142857143,43669.242,45.324999999999996,13220.0
ARM,1,0.46553687777777775,366.6178,31.375,5611.0
ARM,2,0.46553687777777775,535.32733,31.375,5611.0
ARM,3,0.46553687777777775,611.6456,31.375,5611.0
ARM,4,0.46553687777777775,658.3394,31.375,5611.0
ARM,5,0.46553687777777775,690.8471,31.375,5611.0
ARM,6,0.46553687777777775,721.91,31.375,5611.0
ARM,7,0.46553687777777775,753.8348,31.375,5611.0
ARM,8,0.46553687777777775,784.914,31.375,5611.0
ARM,9,0.46553687777777775,809.0876,31.375,5611.0
ARM,10,0.46553687777777775,830.59094,31.375,5611.0
ARM,11,0.46553687777777775,852.4589,31.375,5611.0
ARM,12,0.46553687777777775,868.94116,31.375,5611.0
ARM,13,0.46553687777777775,885.39276,31.375,5611.0
ARM,14,0.46553687777777775,901.40045,31.375,5611.0
ARM,15,0.46553687777777775,916.8185,31.375,5611.0
ARM,16,0.46553687777777775,930.39844,31.375,5611.0
ARM,17,0.46553687777777775,944.1479,31.375,5611.0
ARM,18,0.46553687777777775,960.31946,31.375,5611.0
ARM,19,0.46553687777777775,973.6211,31.375,5611.0
ARM,20,0.46553687777777775,985.9384,31.375,5611.0
ARM,21,0.46553687777777775,1001.25635,31.375,5611.0
ARM,22,0.46553687777777775,1015.4506,31.375,5611.0
ARM,23,0.46553687777777775,1032.477,31.375,5611.0
ARM,24,0.46553687777777775,1045.7046,31.375,5611.0
ARM,25,0.46553687777777775,1057.7776,31.375,5611.0
ARM,26,0.46553687777777775,1069.1831,31.375,5611.0
ARM,27,0.46553687777777775,1081.0719,31.375,5611.0
ARM,28,0.46553687777777775,1092.8855,31.375,5611.0
ARM,29,0.46553687777777775,1108.2437,31.375,5611.0
ARM,30,0.46553687777777775,1120.6235,31.375,5611.0
ARM,31,0.46553687777777775,1133.1283,31.375,5611.0
ARM,32,0.46553687777777775,1146.9109,31.375,5611.0
ARM,33,0.46553687777777775,1162.6599,31.375,5611.0
ARM,34,0.46553687777777775,1178.236,31.375,5611.0
ARM,35,0.46553687777777775,1193.8954,31.375,5611.0
ARM,36,0.46553687777777775,1208.1305,31.375,5611.0
ARM,37,0.46553687777777775,1223.5303,31.375,5611.0
ARM,38,0.46553687777777775,1238.8951,31.375,5611.0
ARM,39,0.46553687777777775,1253.8859,31.375,5611.0
ARM,40,0.46553687777777775,1268.9225,31.375,5611.0
ARM,41,0.46553687777777775,1281.8394,31.375,5611.0
ARM,42,0.46553687777777775,1296.4242,31.375,5611.0
ARM,43,0.46553687777777775,1314.5457,31.375,5611.0
ARM,44,0.46553687777777775,1327.7771,31.375,5611.0
ARM,45,0.46553687777777775,1342.8373,31.375,5611.0
ARM,46,0.46553687777777775,1359.8248,31.375,5611.0
ARM,47,0.46553687777777775,1377.7891,31.375,5611.0
ARM,48,0.46553687777777775,1394.5028,31.375,5611.0
ARM,49,0.46553687777777775,1411.0984,31.375,5611.0
ARM,50,0.46553687777777775,1428.1554,31.375,5611.0
ARM,51,0.46553687777777775,1446.4796,31.375,5611.0
ARM,52,0.46553687777777775,1462.5804,31.375,5611.0
ARM,53,0.46553687777777775,1478.4479,31.375,5611.0
ARM,54,0.46553687777777775,1492.0929,31.375,5611.0
ARM,55,0.46553687777777775,1508.306,31.375,5611.0
ARM,56,0.46553687777777775,1524.2128,31.375,5611.0
ARM,57,0.46553687777777775,1544.3384,31.375,5611.0
ARM,58,0.46553687777777775,1561.2284,31.375,5611.0
ARM,59,0.46553687777777775,1579.2787,31.375,5611.0
ARM,60,0.46553687777777775,1597.0527,31.375,5611.0
ARM,61,0.46553687777777775,1615.3346,31.375,5611.0
ARM,62,0.46553687777777775,1629.283,31.375,5611.0
ARM,63,0.46553687777777775,1646.6173,31.375,5611.0
ARM,64,0.46553687777777775,1664.732,31.375,5611.0
ARM,65,0.46553687777777775,1686.3934,31.375,5611.0
ARM,66,0.46553687777777775,1709.094,31.375,5611.0
ARM,67,0.46553687777777775,1730.8502,31.375,5611.0
ARM,68,0.46553687777777775,1750.0732,31.375,5611.0
ARM,69,0.46553687777777775,1777.7485,31.375,5611.0
ARM,70,0.46553687777777775,1803.7054,31.375,5611.0
ARM,71,0.46553687777777775,1826.0278,31.375,5611.0
ARM,72,0.46553687777777775,1852.229,31.375,5611.0
ARM,73,0.46553687777777775,1879.5952,31.375,5611.0
ARM,74,0.46553687777777775,1906.9038,31.375,5611.0
ARM,75,0.46553687777777775,1932.2344,31.375,5611.0
ARM,76,0.46553687777777775,1960.7899,31.375,5611.0
ARM,77,0.46553687777777775,1994.7466,31.375,5611.0
ARM,78,0.46553687777777775,2029.332,31.375,5611.0
ARM,79,0.46553687777777775,2065.607,31.375,5611.0
ARM,80,0.46553687777777775,2098.375,31.375,5611.0
ARM,81,0.46553687777777775,2132.9453,31.375,5611.0
ARM,82,0.46553687777777775,2169.0327,31.375,5611.0
ARM,83,0.46553687777777775,2215.1067,31.375,5611.0
ARM,84,0.46553687777777775,2258.8452,31.375,5611.0
ARM,85,0.46553687777777775,2302.0046,31.375,5611.0
ARM,86,0.46553687777777775,2354.0588,31.375,5611.0
ARM,87,0.46553687777777775,2404.2112,31.375,5611.0
ARM,88,0.46553687777777775,2453.5447,31.375,5611.0
ARM,89,0.46553687777777775,2512.8293,31.375,5611.0
ARM,90,0.46553687777777775,2570.032,31.375,5611.0
ARM,91,0.46553687777777775,2653.5796,31.375,5611.0
ARM,92,0.46553687777777775,2738.5073,31.375,5611.0
ARM,93,0.46553687777777775,2832.9912,31.375,5611.0
ARM,94,0.46553687777777775,2932.5605,31.375,5611.0
ARM,95,0.46553687777777775,3062.8557,31.375,5611.0
ARM,96,0.46553687777777775,3229.5537,31.375,5611.0
ARM,97,0.46553687777777775,3466.665,31.375,5611.0
ARM,98,0.46553687777777775,3758.6018,31.375,5611.0
ARM,99,0.46553687777777775,4320.2896,31.375,5611.0
ARM,100,0.46553687777777775,6566.159,31.375,5611.0
AUT,1,0.2452668,2958.0764,30.212500000000002,36193.0
AUT,2,0.2452668,4893.4673,30.212500000000002,36193.0
AUT,3,0.2452668,5459.649,30.212500000000002,36193.0
AUT,4,0.2452668,5923.5854,30.212500000000002,36193.0
AUT,5,0.2452668,6380.278,30.212500000000002,36193.0
AUT,6,0.2452668,6779.2646,30.212500000000002,36193.0
AUT,7,0.2452668,7056.4434,30.212500000000002,36193.0
AUT,8,0.2452668,7316.1816,30.212500000000002,36193.0
AUT,9,0.2452668,7581.0547,30.212500000000002,36193.0
AUT,10,0.2452668,7759.3896,30.212500000000002,36193.0
AUT,11,0.2452668,7956.4214,30.212500000000002,36193.0
AUT,12,0.2452668,8176.272,30.212500000000002,36193.0
AUT,13,0.2452668,8415.03,30.212500000000002,36193.0
AUT,14,0.2452668,8623.799,30.212500000000002,36193.0
AUT,15,0.2452668,8814.575,30.212500000000002,36193.0
AUT,16,0.2452668,8990.363,30.212500000000002,36193.0
AUT,17,0.2452668,9178.429,30.212500000000002,36193.0
AUT,18,0.2452668,9376.023,30.212500000000002,36193.0
AUT,19,0.2452668,9515.739,30.212500000000002,36193.0
AUT,20,0.2452668,9695.099,30.212500000000002,36193.0
AUT,21,0.2452668,9863.0205,30.212500000000002,36193.0
AUT,22,0.2452668,10055.017,30.212500000000002,36193.0
AUT,23,0.2452668,10259.746,30.212500000000002,36193.0
AUT,24,0.2452668,10496.359,30.212500000000002,36193.0
AUT,25,0.2452668,10554.084,30.212500000000002,36193.0
AUT,26,0.2452668,10697.8,30.212500000000002,36193.0
AUT,27,0.2452668,10856.462,30.212500000000002,36193.0
AUT,28,0.2452668,10975.0625,30.212500000000002,36193.0
AUT,29,0.2452668,11093.224,30.212500000000002,36193.0
AUT,30,0.2452668,11224.961,30.212500000000002,36193.0
AUT,31,0.2452668,11336.454,30.212500000000002,36193.0
AUT,32,0.2452668,11480.446,30.212500000000002,36193.0
AUT,33,0.2452668,11661.576,30.212500000000002,36193.0
AUT,34,0.2452668,11890.7,30.212500000000002,36193.0
AUT,35,0.2452668,12048.354,30.212500000000002,36193.0
AUT,36,0.2452668,12211.809,30.212500000000002,36193.0
AUT,37,0.2452668,12393.749,30.212500000000002,36193.0
AUT,38,0.2452668,12563.549,30.212500000000002,36193.0
AUT,39,0.2452668,12775.847,30.212500000000002,36193.0
AUT,40,0.2452668,12936.386,30.212500000000002,36193.0
AUT,41,0.2452668,13065.986,30.212500000000002,36193.0
AUT,42,0.2452668,13249.753,30.212500000000002,36193.0
AUT,43,0.2452668,13408.748,30.212500000000002,36193.0
AUT,44,0.2452668,13595.513,30.212500000000002,36193.0
AUT,45,0.2452668,13777.695,30.212500000000002,36193.0
AUT,46,0.2452668,13926.499,30.212500000000002,36193.0
AUT,47,0.2452668,14080.673,30.212500000000002,36193.0
AUT,48,0.2452668,14270.824,30.212500000000002,36193.0
AUT,49,0.2452668,14446.655,30.212500000000002,36193.0
AUT,50,0.2452668,14569.917,30.212500000000002,36193.0
AUT,51,0.2452668,14742.935,30.212500000000002,36193.0
AUT,52,0.2452668,14875.329,30.212500000000002,36193.0
AUT,53,0.2452668,15048.216,30.212500000000002,36193.0
AUT,54,0.2452668,15231.71,30.212500000000002,36193.0
AUT,55,0.2452668,15454.663,30.212500000000002,36193.0
AUT,56,0.2452668,15650.356,30.212500000000002,36193.0
AUT,57,0.2452668,15792.675,30.212500000000002,36193.0
AUT,58,0.2452668,15951.31,30.212500000000002,36193.0
AUT,59,0.2452668,16162.755,30.212500000000002,36193.0
AUT,60,0.2452668,16372.482,30.212500000000002,36193.0
AUT,61,0.2452668,16581.996,30.212500000000002,36193.0
AUT,62,0.2452668,16798.281,30.212500000000002,36193.0
AUT,63,0.2452668,17026.717,30.212500000000002,36193.0
AUT,64,0.2452668,17220.934,30.212500000000002,36193.0
AUT,65,0.2452668,17363.371,30.212500000000002,36193.0
AUT,66,0.2452668,17499.844,30.212500000000002,36193.0
AUT,67,0.2452668,17680.13,30.212500000000002,36193.0
AUT,68,0.2452668,17933.955,30.212500000000002,36193.0
AUT,69,0.2452668,18200.24,30.212500000000002,36193.0
AUT,70,0.2452668,18487.195,30.212500000000002,36193.0
AUT,71,0.2452668,18745.055,30.212500000000002,36193.0
AUT,72,0.2452668,19070.545,30.212500000000002,36193.0
AUT,73,0.2452668,19393.23,30.212500000000002,36193.0
AUT,74,0.2452668,19683.795,30.212500000000002,36193.0
AUT,75,0.2452668,19946.754,30.212500000000002,36193.0
AUT,76,0.2452668,20257.729,30.212500000000002,36193.0
AUT,77,0.2452668,20548.162,30.212500000000002,36193.0
AUT,78,0.2452668,20936.434,30.212500000000002,36193.0
AUT,79,0.2452668,21305.51,30.212500000000002,36193.0
AUT,80,0.2452668,21702.86,30.212500000000002,36193.0
AUT,81,0.2452668,22053.854,30.212500000000002,36193.0
AUT,82,0.2452668,22417.684,30.212500000000002,36193.0
AUT,83,0.2452668,22769.736,30.212500000000002,36193.0
AUT,84,0.2452668,23219.654,30.212500000000002,36193.0
AUT,85,0.2452668,23658.086,30.212500000000002,36193.0
AUT,86,0.2452668,24118.436,30.212500000000002,36193.0
AUT,87,0.2452668,24701.768,30.212500000000002,36193.0
AUT,88,0.2452668,25324.041,30.212500000000002,36193.0
AUT,89,0.2452668,26055.51,30.212500000000002,36193.0
AUT,90,0.2452668,26861.66,30.212500000000002,36193.0
AUT,91,0.2452668,27365.67,30.212500000000002,36193.0
AUT,92,0.2452668,28057.947,30.212500000000002,36193.0
AUT,93,0.2452668,29231.506,30.212500000000002,36193.0
AUT,94,0.2452668,30725.93,30.212500000000002,36193.0
AUT,95,0.2452668,32304.807,30.212500000000002,36193.0
AUT,96,0.2452668,33914.105,30.212500000000002,36193.0
AUT,97,0.2452668,36080.902,30.212500000000002,36193.0
AUT,98,0.2452668,39450.555,30.212500000000002,36193.0
AUT,99,0.2452668,44950.312,30.212500000000002,36193.0
AUT,100,0.2452668,72216.68,30.212500000000002,36193.0
AZE,1,0.46553687777777775,397.53983,26.6,8101.0
AZE,2,0.46553687777777775,597.7732,26.6,8101.0
AZE,3,0.46553687777777775,705.47003,26.6,8101.0
AZE,4,0.46553687777777775,785.5261,26.6,8101.0
AZE,5,0.46553687777777775,841.75244,26.6,8101.0
AZE,6,0.46553687777777775,889.26465,26.6,8101.0
AZE,7,0.46553687777777775,932.3291,26.6,8101.0
AZE,8,0.46553687777777775,966.5682,26.6,8101.0
AZE,9,0.46553687777777775,1000.89575,26.6,8101.0
AZE,10,0.46553687777777775,1030.9384,26.6,8101.0
AZE,11,0.46553687777777775,1063.077,26.6,8101.0
AZE,12,0.46553687777777775,1089.2882,26.6,8101.0
AZE,13,0.46553687777777775,1109.0536,26.6,8101.0
AZE,14,0.46553687777777775,1132.5004,26.6,8101.0
AZE,15,0.46553687777777775,1157.472,26.6,8101.0
AZE,16,0.46553687777777775,1183.8331,26.6,8101.0
AZE,17,0.46553687777777775,1211.841,26.6,8101.0
AZE,18,0.46553687777777775,1235.0409,26.6,8101.0
AZE,19,0.46553687777777775,1263.6779,26.6,8101.0
AZE,20,0.46553687777777775,1289.6282,26.6,8101.0
AZE,21,0.46553687777777775,1312.7732,26.6,8101.0
AZE,22,0.46553687777777775,1340.2343,26.6,8101.0
AZE,23,0.46553687777777775,1360.6794,26.6,8101.0
AZE,24,0.46553687777777775,1378.1614,26.6,8101.0
AZE,25,0.46553687777777775,1398.6608,26.6,8101.0
AZE,26,0.46553687777777775,1419.7888,26.6,8101.0
AZE,27,0.46553687777777775,1443.7722,26.6,8101.0
AZE,28,0.46553687777777775,1466.4355,26.6,8101.0
AZE,29,0.46553687777777775,1482.9543,26.6,8101.0
AZE,30,0.46553687777777775,1498.5485,26.6,8101.0
AZE,31,0.46553687777777775,1518.4031,26.6,8101.0
AZE,32,0.46553687777777775,1538.4147,26.6,8101.0
AZE,33,0.46553687777777775,1562.2014,26.6,8101.0
AZE,34,0.46553687777777775,1582.2411,26.6,8101.0
AZE,35,0.46553687777777775,1600.9976,26.6,8101.0
AZE,36,0.46553687777777775,1621.3514,26.6,8101.0
AZE,37,0.46553687777777775,1642.4609,26.6,8101.0
AZE,38,0.46553687777777775,1663.1589,26.6,8101.0
AZE,39,0.46553687777777775,1678.1335,26.6,8101.0
AZE,40,0.46553687777777775,1702.9662,26.6,8101.0
AZE,41,0.46553687777777775,1730.6482,26.6,8101.0
AZE,42,0.46553687777777775,1757.1052,26.6,8101.0
AZE,43,0.46553687777777775,1781.6798,26.6,8101.0
AZE,44,0.46553687777777775,1803.8955,26.6,8101.0
AZE,45,0.46553687777777775,1824.9994,26.6,8101.0
AZE,46,0.46553687777777775,1844.5889,26.6,8101.0
AZE,47,0.46553687777777775,1866.9677,26.6,8101.0
AZE,48,0.46553687777777775,1893.0414,26.6,8101.0
AZE,49,0.46553687777777775,1913.9672,26.6,8101.0
AZE,50,0.46553687777777775,1939.9401,26.6,8101.0
AZE,51,0.46553687777777775,1964.559,26.6,8101.0
AZE,52,0.46553687777777775,1986.8768,26.6,8101.0
AZE,53,0.46553687777777775,2014.0219,26.6,8101.0
AZE,54,0.46553687777777775,2041.649,26.6,8101.0
AZE,55,0.46553687777777775,2071.6316,26.6,8101.0
AZE,56,0.46553687777777775,2096.976,26.6,8101.0
AZE,57,0.46553687777777775,2124.9045,26.6,8101.0
AZE,58,0.46553687777777775,2149.6345,26.6,8101.0
AZE,59,0.46553687777777775,2184.0146,26.6,8101.0
AZE,60,0.46553687777777775,2216.6584,26.6,8101.0
AZE,61,0.46553687777777775,2244.8586,26.6,8101.0
AZE,62,0.46553687777777775,2276.6187,26.6,8101.0
AZE,63,0.46553687777777775,2315.18,26.6,8101.0
AZE,64,0.46553687777777775,2348.3252,26.6,8101.0
AZE,65,0.46553687777777775,2380.6257,26.6,8101.0
AZE,66,0.46553687777777775,2418.7363,26.6,8101.0
